date,kota_pct,nongsa_pct,is_simulated,is_forecast,kota_lower,kota_upper,nongsa_lower,nongsa_upper
2024-07-31,94.24,81.77,True,False,,,,
2024-08-01,94.01,81.39,True,False,,,,
2024-08-02,93.79,81.01,True,False,,,,
2024-08-03,93.58,80.66,True,False,,,,
2024-08-04,93.41,80.29,True,False,,,,
2024-08-05,93.24,79.96,True,False,,,,
2024-08-06,93.04,79.62,True,False,,,,
2024-08-07,92.84,79.38,True,False,,,,
2024-08-08,92.65,79.08,True,False,,,,
2024-08-09,92.47,78.85,True,False,,,,
2024-08-10,92.33,78.55,True,False,,,,
2024-08-11,92.16,78.25,True,False,,,,
2024-08-12,91.99,77.98,True,False,,,,
2024-08-13,91.83,77.71,True,False,,,,
2024-08-14,91.68,77.46,True,False,,,,
2024-08-15,91.54,77.21,True,False,,,,
2024-08-16,91.39,76.97,True,False,,,,
2024-08-17,91.25,76.81,True,False,,,,
2024-08-18,91.12,76.58,True,False,,,,
2024-08-19,90.98,76.34,True,False,,,,
2024-08-20,90.96,76.2,True,False,,,,
2024-08-21,90.93,76.07,True,False,,,,
2024-08-22,90.81,75.84,True,False,,,,
2024-08-23,90.68,75.64,True,False,,,,
2024-08-24,90.56,75.53,True,False,,,,
2024-08-25,90.45,75.34,True,False,,,,
2024-08-26,90.37,75.15,True,False,,,,
2024-08-27,90.26,74.97,True,False,,,,
2024-08-28,90.16,74.87,True,False,,,,
2024-08-29,90.16,74.7,True,False,,,,
2024-08-30,90.06,74.54,True,False,,,,
2024-08-31,89.99,74.36,True,False,,,,
2024-09-01,90.11,74.24,True,False,,,,
2024-09-02,90.26,75.61,True,False,,,,
2024-09-03,90.66,75.45,True,False,,,,
2024-09-04,90.62,75.33,True,False,,,,
2024-09-05,90.72,75.3,True,False,,,,
2024-09-06,90.59,75.11,True,False,,,,
2024-09-07,92.32,74.76,True,False,,,,
2024-09-08,92.13,75.0,True,False,,,,
2024-09-09,92.19,75.61,True,False,,,,
2024-09-10,92.28,75.41,True,False,,,,
2024-09-11,92.33,75.34,True,False,,,,
2024-09-12,92.24,75.22,True,False,,,,
2024-09-13,92.23,75.03,True,False,,,,
2024-09-14,92.31,74.9,True,False,,,,
2024-09-15,92.29,74.8,True,False,,,,
2024-09-16,92.16,74.75,True,False,,,,
2024-09-17,92.02,75.0,True,False,,,,
2024-09-18,92.08,75.24,True,False,,,,
2024-09-19,92.11,75.5,True,False,,,,
2024-09-20,92.03,75.51,True,False,,,,
2024-09-21,91.44,75.32,True,False,,,,
2024-09-22,91.52,75.35,True,False,,,,
2024-09-23,91.5,75.53,True,False,,,,
2024-09-24,91.92,75.49,True,False,,,,
2024-09-25,91.79,75.12,True,False,,,,
2024-09-26,92.14,75.04,True,False,,,,
2024-09-27,92.48,75.64,True,False,,,,
2024-09-28,92.5,75.45,True,False,,,,
2024-09-29,92.48,75.68,True,False,,,,
2024-09-30,92.5,75.9,True,False,,,,
2024-10-01,92.54,75.91,True,False,,,,
2024-10-02,92.38,76.07,True,False,,,,
2024-10-03,92.43,76.07,True,False,,,,
2024-10-04,92.45,75.68,True,False,,,,
2024-10-05,91.85,75.9,True,False,,,,
2024-10-06,92.2,75.85,True,False,,,,
2024-10-07,92.04,75.85,True,False,,,,
2024-10-08,92.01,75.75,True,False,,,,
2024-10-09,91.8,75.97,True,False,,,,
2024-10-10,92.15,76.18,True,False,,,,
2024-10-11,91.98,76.39,True,False,,,,
2024-10-12,91.82,76.17,True,False,,,,
2024-10-13,92.17,76.11,True,False,,,,
2024-10-14,92.21,75.89,True,False,,,,
2024-10-15,92.45,75.69,True,False,,,,
2024-10-16,92.78,75.91,True,False,,,,
2024-10-17,92.73,75.78,True,False,,,,
2024-10-18,92.76,75.4,True,False,,,,
2024-10-19,92.62,75.82,True,False,,,,
2024-10-20,92.69,76.03,True,False,,,,
2024-10-21,92.73,76.24,True,False,,,,
2024-10-22,92.8,76.81,True,False,,,,
2024-10-23,92.7,77.0,True,False,,,,
2024-10-24,92.74,77.18,True,False,,,,
2024-10-25,92.77,76.98,True,False,,,,
2024-10-26,92.81,77.06,True,False,,,,
2024-10-27,92.78,74.82,True,False,,,,
2024-10-28,92.69,76.17,True,False,,,,
2024-10-29,92.53,76.17,True,False,,,,
2024-10-30,92.36,76.16,True,False,,,,
2024-10-31,92.27,75.95,True,False,,,,
2024-11-01,92.3,75.83,True,False,,,,
2024-11-02,92.28,76.06,True,False,,,,
2024-11-03,92.33,76.27,True,False,,,,
2024-11-04,92.26,76.48,True,False,,,,
2024-11-05,92.6,76.29,True,False,,,,
2024-11-06,92.0,75.9,True,False,,,,
2024-11-07,91.92,75.74,True,False,,,,
2024-11-08,91.91,76.14,True,False,,,,
2024-11-09,91.97,76.71,True,False,,,,
2024-11-10,91.97,76.9,True,False,,,,
2024-11-11,92.03,76.77,True,False,,,,
2024-11-12,91.89,76.36,True,False,,,,
2024-11-13,91.95,76.51,True,False,,,,
2024-11-14,91.94,76.29,True,False,,,,
2024-11-15,91.36,76.08,True,False,,,,
2024-11-16,91.43,75.97,True,False,,,,
2024-11-17,91.5,75.92,True,False,,,,
2024-11-18,91.58,75.75,True,False,,,,
2024-11-19,91.64,75.61,True,False,,,,
2024-11-20,91.64,75.85,True,False,,,,
2024-11-21,91.71,76.06,True,False,,,,
2024-11-22,91.77,76.06,True,False,,,,
2024-11-23,91.83,75.84,True,False,,,,
2024-11-24,91.82,75.69,True,False,,,,
2024-11-25,91.88,75.57,True,False,,,,
2024-11-26,91.85,75.37,True,False,,,,
2024-11-27,91.73,75.6,True,False,,,,
2024-11-28,91.83,75.61,True,False,,,,
2024-11-29,91.9,75.84,True,False,,,,
2024-11-30,92.24,76.05,True,False,,,,
2024-12-01,92.11,75.67,True,False,,,,
2024-12-02,92.44,75.67,True,False,,,,
2024-12-03,92.25,75.79,True,False,,,,
2024-12-04,92.58,75.8,True,False,,,,
2024-12-05,91.98,75.8,True,False,,,,
2024-12-06,91.39,75.8,True,False,,,,
2024-12-07,91.23,75.42,True,False,,,,
2024-12-08,91.08,75.05,True,False,,,,
2024-12-09,91.44,74.7,True,False,,,,
2024-12-10,91.33,74.73,True,False,,,,
2024-12-11,90.76,74.39,True,False,,,,
2024-12-12,90.21,74.43,True,False,,,,
2024-12-13,89.68,74.47,True,False,,,,
2024-12-14,90.09,74.66,True,False,,,,
2024-12-15,90.02,74.82,True,False,,,,
2024-12-16,89.49,74.85,True,False,,,,
2024-12-17,88.98,75.03,True,False,,,,
2024-12-18,88.48,74.67,True,False,,,,
2024-12-19,88.0,74.33,True,False,,,,
2024-12-20,87.95,73.99,True,False,,,,
2024-12-21,88.41,74.16,True,False,,,,
2024-12-22,87.93,73.84,True,False,,,,
2024-12-23,88.39,73.9,True,False,,,,
2024-12-24,88.84,73.95,True,False,,,,
2024-12-25,89.27,74.13,True,False,,,,
2024-12-26,88.76,73.8,True,False,,,,
2024-12-27,88.28,73.86,True,False,,,,
2024-12-28,87.8,73.54,True,False,,,,
2024-12-29,87.8,73.76,True,False,,,,
2024-12-30,87.79,73.82,True,False,,,,
2024-12-31,87.33,73.5,True,False,,,,
2025-01-01,87.35,73.57,True,False,,,,
2025-01-02,87.35,73.56,True,False,,,,
2025-01-03,87.89,73.62,True,False,,,,
2025-01-04,88.42,73.6,True,False,,,,
2025-01-05,87.94,74.25,True,False,,,,
2025-01-06,87.94,73.92,True,False,,,,
2025-01-07,87.94,74.56,True,False,,,,
2025-01-08,87.94,74.55,True,False,,,,
2025-01-09,87.48,74.21,True,False,,,,
2025-01-10,87.49,74.83,True,False,,,,
2025-01-11,87.47,74.79,True,False,,,,
2025-01-12,87.4,75.4,True,False,,,,
2025-01-13,87.38,76.0,True,False,,,,
2025-01-14,86.94,75.98,True,False,,,,
2025-01-15,86.93,76.56,True,False,,,,
2025-01-16,86.96,76.53,True,False,,,,
2025-01-17,87.52,76.5,True,False,,,,
2025-01-18,87.53,76.4,True,False,,,,
2025-01-19,88.07,76.33,True,False,,,,
2025-01-20,88.59,76.27,True,False,,,,
2025-01-21,89.1,76.25,True,False,,,,
2025-01-22,89.59,74.04,True,False,,,,
2025-01-23,89.54,74.67,True,False,,,,
2025-01-24,89.49,74.66,True,False,,,,
2025-01-25,88.98,74.69,True,False,,,,
2025-01-26,88.95,75.3,True,False,,,,
2025-01-27,88.92,75.9,True,False,,,,
2025-01-28,88.86,76.48,True,False,,,,
2025-01-29,88.37,77.04,True,False,,,,
2025-01-30,88.32,76.92,True,False,,,,
2025-01-31,88.31,76.8,True,False,,,,
2025-02-01,88.52,78.09,True,False,,,,
2025-02-02,88.45,79.34,True,False,,,,
2025-02-03,88.66,79.14,True,False,,,,
2025-02-04,89.36,79.14,True,False,,,,
2025-02-05,89.41,78.94,True,False,,,,
2025-02-06,90.09,79.25,True,False,,,,
2025-02-07,89.98,79.54,True,False,,,,
2025-02-08,89.91,79.33,True,False,,,,
2025-02-09,90.58,79.08,True,False,,,,
2025-02-10,89.31,79.08,True,False,,,,
2025-02-11,89.99,78.85,True,False,,,,
2025-02-12,88.74,78.65,True,False,,,,
2025-02-13,88.67,78.46,True,False,,,,
2025-02-14,88.74,78.28,True,False,,,,
2025-02-15,88.67,78.06,True,False,,,,
2025-02-16,90.45,75.79,True,False,,,,
2025-02-17,90.47,75.65,True,False,,,,
2025-02-18,90.38,75.54,True,False,,,,
2025-02-19,90.3,75.43,True,False,,,,
2025-02-20,90.96,75.34,True,False,,,,
2025-02-21,91.08,75.21,True,False,,,,
2025-02-22,89.8,76.54,True,False,,,,
2025-02-23,89.7,76.62,True,False,,,,
2025-02-24,89.64,76.45,True,False,,,,
2025-02-25,89.94,76.33,True,False,,,,
2025-02-26,91.68,76.17,True,False,,,,
2025-02-27,91.66,76.06,True,False,,,,
2025-02-28,91.64,75.93,True,False,,,,
2025-03-01,91.51,75.72,True,False,,,,
2025-03-02,91.38,75.52,True,False,,,,
2025-03-03,91.19,75.33,True,False,,,,
2025-03-04,91.14,75.13,True,False,,,,
2025-03-05,91.09,74.95,True,False,,,,
2025-03-06,90.97,74.77,True,False,,,,
2025-03-07,90.86,74.6,True,False,,,,
2025-03-08,90.76,74.45,True,False,,,,
2025-03-09,90.71,74.29,True,False,,,,
2025-03-10,90.65,74.34,True,False,,,,
2025-03-11,90.59,74.18,True,False,,,,
2025-03-12,90.56,74.05,True,False,,,,
2025-03-13,90.46,73.89,True,False,,,,
2025-03-14,90.3,73.75,True,False,,,,
2025-03-15,90.27,73.68,True,False,,,,
2025-03-16,90.11,73.61,True,False,,,,
2025-03-17,90.03,73.55,True,False,,,,
2025-03-18,90.01,73.41,True,False,,,,
2025-03-19,89.99,73.35,True,False,,,,
2025-03-20,89.84,73.24,True,False,,,,
2025-03-21,89.7,73.11,True,False,,,,
2025-03-22,89.63,72.99,True,False,,,,
2025-03-23,89.56,72.87,True,False,,,,
2025-03-24,89.55,72.97,True,False,,,,
2025-03-25,89.54,72.85,True,False,,,,
2025-03-26,89.48,72.73,True,False,,,,
2025-03-27,89.41,72.62,True,False,,,,
2025-03-28,89.35,72.51,True,False,,,,
2025-03-29,89.22,72.42,True,False,,,,
2025-03-30,89.1,72.32,True,False,,,,
2025-03-31,88.98,72.22,True,False,,,,
2025-04-01,89.05,72.17,True,False,,,,
2025-04-02,89.17,72.28,True,False,,,,
2025-04-03,89.24,72.4,True,False,,,,
2025-04-04,89.31,72.34,True,False,,,,
2025-04-05,89.39,72.29,True,False,,,,
2025-04-06,89.46,72.23,True,False,,,,
2025-04-07,89.52,72.18,True,False,,,,
2025-04-08,89.63,72.16,True,False,,,,
2025-04-09,89.69,72.28,True,False,,,,
2025-04-10,89.77,72.4,True,False,,,,
2025-04-11,89.82,72.3,True,False,,,,
2025-04-12,89.92,72.24,True,False,,,,
2025-04-13,89.97,72.2,True,False,,,,
2025-04-14,90.03,72.32,True,False,,,,
2025-04-15,90.08,72.22,True,False,,,,
2025-04-16,90.14,72.17,True,False,,,,
2025-04-17,90.2,72.29,True,False,,,,
2025-04-18,90.29,72.27,True,False,,,,
2025-04-19,90.37,72.21,True,False,,,,
2025-04-20,90.41,72.33,True,False,,,,
2025-04-21,90.44,72.44,True,False,,,,
2025-04-22,90.5,72.42,True,False,,,,
2025-04-23,90.58,72.32,True,False,,,,
2025-04-24,90.61,72.26,True,False,,,,
2025-04-25,90.68,72.2,True,False,,,,
2025-04-26,90.76,72.32,True,False,,,,
2025-04-27,90.78,72.26,True,False,,,,
2025-04-28,90.81,72.38,True,False,,,,
2025-04-29,90.82,72.49,True,False,,,,
2025-04-30,90.89,72.43,True,False,,,,
2025-05-01,91.27,72.7,True,False,,,,
2025-05-02,91.64,72.39,True,False,,,,
2025-05-03,91.7,72.34,True,False,,,,
2025-05-04,91.64,72.4,True,False,,,,
2025-05-05,91.65,72.74,True,False,,,,
2025-05-06,91.75,73.0,True,False,,,,
2025-05-07,91.81,73.03,True,False,,,,
2025-05-08,92.16,73.28,True,False,,,,
2025-05-09,92.15,73.53,True,False,,,,
2025-05-10,92.07,73.55,True,False,,,,
2025-05-11,92.42,73.57,True,False,,,,
2025-05-12,92.75,73.47,True,False,,,,
2025-05-13,92.72,73.71,True,False,,,,
2025-05-14,93.04,73.61,True,False,,,,
2025-05-15,93.36,73.85,True,False,,,,
2025-05-16,93.37,74.07,True,False,,,,
2025-05-17,93.68,74.29,True,False,,,,
2025-05-18,93.87,74.51,True,False,,,,
2025-05-19,93.87,74.38,True,False,,,,
2025-05-20,94.15,74.59,True,False,,,,
2025-05-21,94.02,74.48,True,False,,,,
2025-05-22,93.88,74.36,True,False,,,,
2025-05-23,93.82,74.57,True,False,,,,
2025-05-24,94.11,74.78,True,False,,,,
2025-05-25,93.98,74.97,True,False,,,,
2025-05-26,93.84,75.17,True,False,,,,
2025-05-27,94.13,75.35,True,False,,,,
2025-05-28,94.12,75.54,True,False,,,,
2025-05-29,93.98,75.71,True,False,,,,
2025-05-30,94.17,75.88,True,False,,,,
2025-05-31,94.03,75.72,True,False,,,,
2025-06-01,94.06,75.96,True,False,,,,
2025-06-02,94.06,76.17,True,False,,,,
2025-06-03,94.06,76.38,True,False,,,,
2025-06-04,94.09,76.59,True,False,,,,
2025-06-05,94.12,76.79,True,False,,,,
2025-06-06,94.12,76.97,True,False,,,,
2025-06-07,94.11,77.16,True,False,,,,
2025-06-08,94.11,77.33,True,False,,,,
2025-06-09,94.1,77.52,True,False,,,,
2025-06-10,94.1,77.71,True,False,,,,
2025-06-11,94.1,77.87,True,False,,,,
2025-06-12,94.09,78.04,True,False,,,,
2025-06-13,94.09,78.19,True,False,,,,
2025-06-14,94.12,78.33,True,False,,,,
2025-06-15,94.15,78.48,True,False,,,,
2025-06-16,94.15,78.63,True,False,,,,
2025-06-17,94.14,78.78,True,False,,,,
2025-06-18,94.14,78.91,True,False,,,,
2025-06-19,94.13,79.03,True,False,,,,
2025-06-20,94.13,79.17,True,False,,,,
2025-06-21,94.12,79.29,True,False,,,,
2025-06-22,94.12,79.4,True,False,,,,
2025-06-23,94.11,79.51,True,False,,,,
2025-06-24,94.11,79.62,True,False,,,,
2025-06-25,94.11,79.72,True,False,,,,
2025-06-26,94.1,79.82,True,False,,,,
2025-06-27,94.1,79.92,True,False,,,,
2025-06-28,94.09,80.03,True,False,,,,
2025-06-29,94.13,80.12,True,False,,,,
2025-06-30,94.16,80.22,True,False,,,,
2025-07-01,94.15,80.31,True,False,,,,
2025-07-02,94.14,80.05,True,False,,,,
2025-07-03,94.14,80.14,True,False,,,,
2025-07-04,94.13,80.23,True,False,,,,
2025-07-05,94.13,80.31,True,False,,,,
2025-07-06,94.13,80.39,True,False,,,,
2025-07-07,94.12,80.13,True,False,,,,
2025-07-08,94.12,80.22,True,False,,,,
2025-07-09,94.11,80.3,True,False,,,,
2025-07-10,94.11,80.39,True,False,,,,
2025-07-11,94.1,80.47,True,False,,,,
2025-07-12,94.1,80.54,True,False,,,,
2025-07-13,94.1,80.62,True,False,,,,
2025-07-14,94.09,80.69,True,False,,,,
2025-07-15,94.09,80.76,True,False,,,,
2025-07-16,94.09,80.83,True,False,,,,
2025-07-17,94.08,80.9,True,False,,,,
2025-07-18,94.08,80.96,True,False,,,,
2025-07-19,94.08,81.02,True,False,,,,
2025-07-20,94.07,81.09,True,False,,,,
2025-07-21,94.07,81.14,True,False,,,,
2025-07-22,94.07,81.2,True,False,,,,
2025-07-23,94.07,81.26,True,False,,,,
2025-07-24,94.06,81.31,True,False,,,,
2025-07-25,94.06,81.36,True,False,,,,
2025-07-26,94.06,81.41,True,False,,,,
2025-07-27,94.06,81.46,True,False,,,,
2025-07-28,94.05,81.51,True,False,,,,
2025-07-29,94.05,81.56,True,False,,,,
2025-07-30,94.05,81.6,True,False,,,,
2025-07-31,94.05,81.64,True,False,,,,
2025-08-01,93.83,81.25,True,False,,,,
2025-08-02,93.72,80.87,True,False,,,,
2025-08-03,93.51,80.52,True,False,,,,
2025-08-04,93.31,80.17,True,False,,,,
2025-08-05,93.11,79.82,True,False,,,,
2025-08-06,92.93,79.58,True,False,,,,
2025-08-07,92.77,79.25,True,False,,,,
2025-08-08,92.6,79.02,True,False,,,,
2025-08-09,92.45,78.71,True,False,,,,
2025-08-10,92.28,78.5,True,False,,,,
2025-08-11,92.11,78.22,True,False,,,,
2025-08-12,91.96,78.02,True,False,,,,
2025-08-13,91.8,77.76,True,False,,,,
2025-08-14,91.68,77.5,True,False,,,,
2025-08-15,91.63,77.23,True,False,,,,
2025-08-16,91.49,76.98,True,False,,,,
2025-08-17,91.35,76.74,True,False,,,,
2025-08-18,91.31,76.52,True,False,,,,
2025-08-19,91.28,76.28,True,False,,,,
2025-08-20,91.14,76.07,True,False,,,,
2025-08-21,91.04,75.86,True,False,,,,
2025-08-22,90.91,75.73,True,False,,,,
2025-08-23,90.79,75.61,True,False,,,,
2025-08-24,90.66,75.4,True,False,,,,
2025-08-25,90.58,75.29,True,False,,,,
